cardId,fields,ord,deckName,factor,interval,note,type,queue,due,reps,lapses,left,mod
1680017747119,"{'wordDictionaryForm': {'value': '<span class="""">何もかも</span>', 'order': 0}, 'sentence': {'value': 'でも、<span class=""highlight"">何もかも</span>…', 'order': 1}, 'reading': {'value': 'なにもかも', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>anything and everything</li><li>just about everything</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>何もかも彼の有罪をしめしている。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">Everything points to his guilt.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_なにもかも_何もかも_2023-02-28-15-35-46.mp3]', 'order': 4}, 'sentenceAudio': {'value': '', 'order': 5}, 'picture': {'value': '', 'order': 6}, 'pitchAccent': {'value': 'なにもかも', 'order': 7}, 'frequency': {'value': '2848', 'order': 8}}",0,Clannad,2500,5,1680017747119,2,2,181,5,0,1001,1683489438
1680017777009,"{'wordDictionaryForm': {'value': '<span class="""">はいる</span>', 'order': 0}, 'sentence': {'value': '変わらずに<span class=""highlight"">はいられない</span>です', 'order': 1}, 'reading': {'value': 'はいる', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>to enter</li><li>to come in</li><li>to go in</li><li>to get in</li><li>to arrive</li></ul><ul data-sc-content=""antonyms"" lang=""en"" style=""list-style-type: &quot;🔄 &quot;;""><li>antonym: <a lang=""ja"" href=""#""><span>出る</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. to leave; to exit; to go out; to come out; to get out</span></li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>日本の家に入るときには靴を脱がなくてはなりません。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">You must remove your shoes when you enter a Japanese house.</li><li>目に砂が入りました。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">I got some sand in my eye.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_はいる_入る_2023-02-28-15-36-16.mp3]', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_00-57_01-01_2023-03-28-17-36-18.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_00-59_2023-03-28-17-36-19.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'はいる', 'order': 7}, 'frequency': {'value': '59', 'order': 8}}",0,Clannad,2300,23,1680017777009,2,2,183,15,1,1001,1682104621
1680017799336,"{'wordDictionaryForm': {'value': '<span class="""">見知らぬ</span>', 'order': 0}, 'sentence': {'value': '<span class=""highlight"">見知らぬ</span>女生徒', 'order': 1}, 'reading': {'value': 'みしらぬ', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>strange</li><li>unfamiliar</li><li>unknown</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>その犬は見知らぬ人には誰にでも吠える。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">The dog barks at all strangers.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_みしらぬ_見知らぬ_2023-02-28-15-36-38.mp3]', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_01-02_01-03_2023-03-28-17-36-41.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_01-03_2023-03-28-17-36-43.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'みしらぬ', 'order': 7}, 'frequency': {'value': '5175', 'order': 8}}",0,Clannad,2500,3,1680017799336,2,2,180,10,0,1001,1683551851
1680017816463,"{'wordDictionaryForm': {'value': '<span class="""">女生徒</span>', 'order': 0}, 'sentence': {'value': '見知らぬ<span class=""highlight"">女生徒</span>', 'order': 1}, 'reading': {'value': 'じょせいと', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>girl student</li><li>schoolgirl</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>クラスの女生徒の男生徒に対する割合は３対２だ。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">The proportion of girls to boys in our class is three to two.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_じょせいと_女生徒_2023-02-28-15-36-55.mp3]', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_01-02_01-03_2023-03-28-17-37-00.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_01-03_2023-03-28-17-37-01.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'じょせいと', 'order': 7}, 'frequency': {'value': '15640', 'order': 8}}",0,Clannad,2500,3,1680017816463,2,2,181,7,0,1001,1683657448
1680017905308,"{'wordDictionaryForm': {'value': '<span class="""">俺</span>', 'order': 0}, 'sentence': {'value': '<span class=""highlight"">俺</span>に向けられた言葉ではなかった', 'order': 1}, 'reading': {'value': 'おれ', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>I</li><li>me</li></ul><ul data-sc-content=""notes"" lang=""ja"" style=""list-style-type: &quot;📝 &quot;;""><li>rough or arrogant</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>おまえはオレを殺そうとしている。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">You are trying to kill me.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_おれ_俺_2023-02-28-15-38-24.mp3]', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_01-04_01-06_2023-03-28-17-38-26.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_01-05_2023-03-28-17-38-26.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'おれ', 'order': 7}, 'frequency': {'value': '6', 'order': 8}}",0,Clannad,2300,26,1680017905308,2,2,186,11,1,1001,1682104882
1680017914638,"{'wordDictionaryForm': {'value': '<span class="""">向ける</span>', 'order': 0}, 'sentence': {'value': '俺に<span class=""highlight"">向けられた</span>言葉ではなかった', 'order': 1}, 'reading': {'value': 'むける', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>to turn (towards)</li><li>to face</li><li>to point</li><li>to aim</li><li>to direct to</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>強盗は店員に銃を向けた。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">The robber aimed his gun at the clerk.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_むける_向ける_2023-02-28-15-38-34.mp3]', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_01-04_01-06_2023-03-28-17-38-37.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_01-05_2023-03-28-17-38-37.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'むける', 'order': 7}, 'frequency': {'value': '168', 'order': 8}}",0,Clannad,1700,10,1680017914638,2,2,180,33,4,1001,1682934051
1680017937517,"{'wordDictionaryForm': {'value': '<span class="""">では無い</span>', 'order': 0}, 'sentence': {'value': '俺に向けられた言葉<span class=""highlight"">ではなかった</span>', 'order': 1}, 'reading': {'value': 'ではない', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>is not</li><li>am not</li><li>are not</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>この証拠から、彼は犯人ではないということになる。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">From this evidence, it follows that he is not the criminal.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_01-04_01-06_2023-03-28-17-38-59.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_01-05_2023-03-28-17-38-59.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'ではない', 'order': 7}, 'frequency': {'value': '999999', 'order': 8}}",0,Clannad,0,0,1680017937517,0,0,318,0,0,0,1680877964
1680017990013,"{'wordDictionaryForm': {'value': '<span class="""">心の中</span>', 'order': 0}, 'sentence': {'value': 'たぶん、<span class=""highlight"">心の中</span>の誰かに語りかけているのだろう', 'order': 1}, 'reading': {'value': 'こころのなか', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;"">inside one&#x27;s heart | in one&#x27;s mind</div>', 'order': 3}, 'wordAudio': {'value': '', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_01-07_01-10_2023-03-28-17-39-54.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_01-09_2023-03-28-17-39-55.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'こころのなか', 'order': 7}, 'frequency': {'value': '2211', 'order': 8}}",0,Clannad,2300,6,1680017990013,2,2,183,7,1,1001,1683550039
1680018004474,"{'wordDictionaryForm': {'value': '<span class="""">誰か</span>', 'order': 0}, 'sentence': {'value': 'たぶん、心の中の<span class=""highlight"">誰か</span>に語りかけているのだろう', 'order': 1}, 'reading': {'value': 'だれか', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>someone</li><li>somebody</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>「誰か車の中にいるのですか」「トムがいます」</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">""Who is in the car?"" ""Tom is.""</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_だれか_誰か_2023-02-28-15-40-03.mp3]', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_01-07_01-10_2023-03-28-17-40-06.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_01-09_2023-03-28-17-40-07.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'だれか', 'order': 7}, 'frequency': {'value': '2741', 'order': 8}}",0,Clannad,2500,6,1680018004474,2,2,182,5,0,1001,1683489539
1680018013734,"{'wordDictionaryForm': {'value': '<span class="""">語りかける</span>', 'order': 0}, 'sentence': {'value': 'たぶん、心の中の誰かに<span class=""highlight"">語りかけている</span>のだろう', 'order': 1}, 'reading': {'value': 'かたりかける', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>to make a speech</li><li>to address</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>大統領はテレビで国民に語りかけた。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">The President spoke to the nation on TV.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_かたりかける_語りかける_2023-02-28-15-40-13.mp3]', 'order': 4}, 'sentenceAudio': {'value': '', 'order': 5}, 'picture': {'value': '', 'order': 6}, 'pitchAccent': {'value': 'かたりかける', 'order': 7}, 'frequency': {'value': '6065', 'order': 8}}",0,Clannad,2500,3,1680018013734,2,2,179,6,0,1001,1683492496
1680018021009,"{'wordDictionaryForm': {'value': '<span class="""">だろう</span>', 'order': 0}, 'sentence': {'value': 'たぶん、心の中の誰かに語りかけているの<span class=""highlight"">だろう</span>', 'order': 1}, 'reading': {'value': 'だろう', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>seems</li><li>I think</li><li>I guess</li><li>I wonder</li><li>I hope</li></ul><ul data-sc-content=""notes"" lang=""ja"" style=""list-style-type: &quot;📝 &quot;;""><li>conjectural form of copula だ</li></ul><ul data-sc-content=""references"" lang=""en"" style=""list-style-type: &quot;➡️ &quot;;""><li>see: <a lang=""ja"" href=""#""><span>でしょう</span></a><span data-sc-content=""refGlosses"" style=""font-size: 65%; vertical-align: middle;""> 1. it seems; I think; I guess; I wonder</span></li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>無実だという彼の主張は誰も信じないだろう。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">Nobody will believe his assertion that he is innocent.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_だろう_だろう_2023-02-28-15-40-20.mp3]', 'order': 4}, 'sentenceAudio': {'value': '', 'order': 5}, 'picture': {'value': '', 'order': 6}, 'pitchAccent': {'value': 'だろう', 'order': 7}, 'frequency': {'value': '91', 'order': 8}}",0,Clannad,2500,34,1680018021009,2,2,194,12,0,1001,1682105778
1680018138131,"{'wordDictionaryForm': {'value': '<span class="""">嬉しい</span>', 'order': 0}, 'sentence': {'value': '楽しいこととか、<span class=""highlight"">うれしい</span>こととか、全部…', 'order': 1}, 'reading': {'value': 'うれしい', 'order': 2}, 'definition': {'value': '<div style=""text-align: left;""><span><ul data-sc-content=""glossary"" lang=""en"" style=""list-style-type: circle;""><li>happy</li><li>glad</li><li>pleased</li><li>delighted</li><li>overjoyed</li></ul><ul data-sc-content=""examples"" lang=""ja"" style=""list-style-type: &quot;🇯🇵 &quot;;""><li>あなたに再会できてうれしい。</li><li lang=""en"" style=""list-style-type: &quot;🇬🇧 &quot;;"">I am pleased to see you again.</li></ul></span></div>', 'order': 3}, 'wordAudio': {'value': '[sound:yomichan_audio_うれしい_嬉しい_2023-02-28-15-42-17.mp3]', 'order': 4}, 'sentenceAudio': {'value': '[sound:ab_Clannad_1_01-11_01-14_2023-03-28-17-42-19.mp3]', 'order': 5}, 'picture': {'value': '<img src=""ab_Clannad_1_01-13_2023-03-28-17-42-19.jpg"">', 'order': 6}, 'pitchAccent': {'value': 'うれしい', 'order': 7}, 'frequency': {'value': '129', 'order': 8}}",0,Clannad,1700,8,1680018138131,2,2,178,27,4,1001,1682933384
